var1,var2,chi2,p_value,dof,cramers_v
where_did_you_learn_about_male_sexual_abuse_cases_select_all_that_apply,do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,39.423,0.3194,36,0.4312
where_did_you_learn_about_male_sexual_abuse_cases_select_all_that_apply,do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,35.7198,0.4818,36,0.4105
do_you_believe_male_sexual_abuse_is_a_prevalent_issue_in_india,who_do_you_think_are_the_most_common_perpetrators_of_sexual_abuse_against_men_select_all_that_apply,59.3485,0.8141,70,0.5291
do_you_believe_male_sexual_abuse_is_a_prevalent_issue_in_india,men_who_report_sexual_abuse_are_not_taken_seriously,8.8036,0.3591,8,0.2038
do_you_believe_male_sexual_abuse_is_a_prevalent_issue_in_india,fear_of_social_judgment_stops_male_victims_from_coming_forward,12.3024,0.0556,6,0.2409
do_you_believe_male_sexual_abuse_is_a_prevalent_issue_in_india,sexual_abuse_against_men_is_as_serious_as_sexual_abuse_against_women,10.6087,0.2249,8,0.2237
do_you_believe_male_sexual_abuse_is_a_prevalent_issue_in_india,men_can_protect_themselves_better_than_women_from_sexual_abuse_so_it_s_less_of_a_problem,16.6152,0.0344,8,0.28
do_you_believe_male_sexual_abuse_is_a_prevalent_issue_in_india,the_media_does_not_give_enough_attention_to_male_sexual_abuse_cases,5.8115,0.6683,8,0.1656
do_you_believe_male_sexual_abuse_is_a_prevalent_issue_in_india,are_you_aware_of_any_legal_protections_for_male_victims_in_india,2.0219,0.7317,4,0.0977
do_you_believe_male_sexual_abuse_is_a_prevalent_issue_in_india,current_indian_laws_on_sexual_crimes_are_biased_towards_women_and_ignore_male_victims,4.825,0.7761,8,0.1509
do_you_believe_male_sexual_abuse_is_a_prevalent_issue_in_india,do_you_believe_india_should_introduce_gender_neutral_sexual_abuse_laws,3.4524,0.4851,4,0.1276
do_you_believe_male_sexual_abuse_is_a_prevalent_issue_in_india,what_challenges_do_you_think_prevent_male_victims_of_sexual_abuse_from_getting_justice_select_all_that_apply,26.9771,0.5195,28,0.3567
do_you_believe_male_sexual_abuse_is_a_prevalent_issue_in_india,police_take_sexual_abuse_complaints_from_men_as_seriously_as_they_do_for_women,5.1269,0.7439,8,0.1555
do_you_believe_male_sexual_abuse_is_a_prevalent_issue_in_india,what_legal_reforms_do_you_think_are_needed_to_support_male_survivors,198.2469,0.4417,196,0.9716
do_you_believe_male_sexual_abuse_is_a_prevalent_issue_in_india,what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply,36.4529,0.1936,30,0.4147
do_you_believe_male_sexual_abuse_is_a_prevalent_issue_in_india,do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,2.0866,0.7198,4,0.0992
do_you_believe_male_sexual_abuse_is_a_prevalent_issue_in_india,do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,4.6138,0.3293,4,0.1475
who_do_you_think_are_the_most_common_perpetrators_of_sexual_abuse_against_men_select_all_that_apply,men_who_report_sexual_abuse_are_not_taken_seriously,136.2254,0.5744,140,0.5668
who_do_you_think_are_the_most_common_perpetrators_of_sexual_abuse_against_men_select_all_that_apply,fear_of_social_judgment_stops_male_victims_from_coming_forward,80.5655,0.9634,105,0.5033
who_do_you_think_are_the_most_common_perpetrators_of_sexual_abuse_against_men_select_all_that_apply,sexual_abuse_against_men_is_as_serious_as_sexual_abuse_against_women,122.7577,0.8498,140,0.5381
who_do_you_think_are_the_most_common_perpetrators_of_sexual_abuse_against_men_select_all_that_apply,men_can_protect_themselves_better_than_women_from_sexual_abuse_so_it_s_less_of_a_problem,130.4827,0.7061,140,0.5547
who_do_you_think_are_the_most_common_perpetrators_of_sexual_abuse_against_men_select_all_that_apply,the_media_does_not_give_enough_attention_to_male_sexual_abuse_cases,89.2584,0.9997,140,0.4588
who_do_you_think_are_the_most_common_perpetrators_of_sexual_abuse_against_men_select_all_that_apply,are_you_aware_of_any_legal_protections_for_male_victims_in_india,77.2679,0.2578,70,0.6037
who_do_you_think_are_the_most_common_perpetrators_of_sexual_abuse_against_men_select_all_that_apply,current_indian_laws_on_sexual_crimes_are_biased_towards_women_and_ignore_male_victims,117.7836,0.9138,140,0.5271
who_do_you_think_are_the_most_common_perpetrators_of_sexual_abuse_against_men_select_all_that_apply,do_you_believe_india_should_introduce_gender_neutral_sexual_abuse_laws,63.3009,0.7014,70,0.5464
who_do_you_think_are_the_most_common_perpetrators_of_sexual_abuse_against_men_select_all_that_apply,what_challenges_do_you_think_prevent_male_victims_of_sexual_abuse_from_getting_justice_select_all_that_apply,463.1189,0.8033,490,0.5586
who_do_you_think_are_the_most_common_perpetrators_of_sexual_abuse_against_men_select_all_that_apply,police_take_sexual_abuse_complaints_from_men_as_seriously_as_they_do_for_women,111.9721,0.9609,140,0.5139
who_do_you_think_are_the_most_common_perpetrators_of_sexual_abuse_against_men_select_all_that_apply,what_legal_reforms_do_you_think_are_needed_to_support_male_survivors,3466.6333,0.3268,3430,0.9712
who_do_you_think_are_the_most_common_perpetrators_of_sexual_abuse_against_men_select_all_that_apply,what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply,434.894,0.9983,525,0.523
who_do_you_think_are_the_most_common_perpetrators_of_sexual_abuse_against_men_select_all_that_apply,do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,73.9346,0.351,70,0.5905
who_do_you_think_are_the_most_common_perpetrators_of_sexual_abuse_against_men_select_all_that_apply,do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,65.4136,0.633,70,0.5555
men_who_report_sexual_abuse_are_not_taken_seriously,fear_of_social_judgment_stops_male_victims_from_coming_forward,148.4525,0.0,12,0.6833
men_who_report_sexual_abuse_are_not_taken_seriously,sexual_abuse_against_men_is_as_serious_as_sexual_abuse_against_women,132.6841,0.0,16,0.5594
men_who_report_sexual_abuse_are_not_taken_seriously,men_can_protect_themselves_better_than_women_from_sexual_abuse_so_it_s_less_of_a_problem,16.9418,0.3894,16,0.1999
men_who_report_sexual_abuse_are_not_taken_seriously,the_media_does_not_give_enough_attention_to_male_sexual_abuse_cases,80.6965,0.0,16,0.4363
men_who_report_sexual_abuse_are_not_taken_seriously,are_you_aware_of_any_legal_protections_for_male_victims_in_india,13.4199,0.0982,8,0.2516
men_who_report_sexual_abuse_are_not_taken_seriously,current_indian_laws_on_sexual_crimes_are_biased_towards_women_and_ignore_male_victims,72.0014,0.0,16,0.4121
men_who_report_sexual_abuse_are_not_taken_seriously,do_you_believe_india_should_introduce_gender_neutral_sexual_abuse_laws,11.5732,0.1713,8,0.2336
men_who_report_sexual_abuse_are_not_taken_seriously,what_challenges_do_you_think_prevent_male_victims_of_sexual_abuse_from_getting_justice_select_all_that_apply,81.7175,0.0141,56,0.439
men_who_report_sexual_abuse_are_not_taken_seriously,police_take_sexual_abuse_complaints_from_men_as_seriously_as_they_do_for_women,27.6893,0.0344,16,0.2555
men_who_report_sexual_abuse_are_not_taken_seriously,what_legal_reforms_do_you_think_are_needed_to_support_male_survivors,416.1517,0.1924,392,0.9954
men_who_report_sexual_abuse_are_not_taken_seriously,what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply,84.9594,0.0187,60,0.4476
men_who_report_sexual_abuse_are_not_taken_seriously,do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,9.0253,0.3402,8,0.2063
men_who_report_sexual_abuse_are_not_taken_seriously,do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,8.4062,0.3948,8,0.1991
fear_of_social_judgment_stops_male_victims_from_coming_forward,sexual_abuse_against_men_is_as_serious_as_sexual_abuse_against_women,141.6215,0.0,12,0.6673
fear_of_social_judgment_stops_male_victims_from_coming_forward,men_can_protect_themselves_better_than_women_from_sexual_abuse_so_it_s_less_of_a_problem,16.6354,0.1638,12,0.2287
fear_of_social_judgment_stops_male_victims_from_coming_forward,the_media_does_not_give_enough_attention_to_male_sexual_abuse_cases,78.0293,0.0,12,0.4954
fear_of_social_judgment_stops_male_victims_from_coming_forward,are_you_aware_of_any_legal_protections_for_male_victims_in_india,13.4217,0.0368,6,0.2516
fear_of_social_judgment_stops_male_victims_from_coming_forward,current_indian_laws_on_sexual_crimes_are_biased_towards_women_and_ignore_male_victims,64.0729,0.0,12,0.4489
fear_of_social_judgment_stops_male_victims_from_coming_forward,do_you_believe_india_should_introduce_gender_neutral_sexual_abuse_laws,14.8287,0.0216,6,0.2645
fear_of_social_judgment_stops_male_victims_from_coming_forward,what_challenges_do_you_think_prevent_male_victims_of_sexual_abuse_from_getting_justice_select_all_that_apply,53.9763,0.1019,42,0.412
fear_of_social_judgment_stops_male_victims_from_coming_forward,police_take_sexual_abuse_complaints_from_men_as_seriously_as_they_do_for_women,30.5299,0.0023,12,0.3098
fear_of_social_judgment_stops_male_victims_from_coming_forward,what_legal_reforms_do_you_think_are_needed_to_support_male_survivors,294.9269,0.4738,294,0.9676
fear_of_social_judgment_stops_male_victims_from_coming_forward,what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply,60.0269,0.0663,45,0.4345
fear_of_social_judgment_stops_male_victims_from_coming_forward,do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,8.0726,0.2328,6,0.1951
fear_of_social_judgment_stops_male_victims_from_coming_forward,do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,9.0277,0.172,6,0.2064
sexual_abuse_against_men_is_as_serious_as_sexual_abuse_against_women,men_can_protect_themselves_better_than_women_from_sexual_abuse_so_it_s_less_of_a_problem,24.5111,0.0789,16,0.2404
sexual_abuse_against_men_is_as_serious_as_sexual_abuse_against_women,the_media_does_not_give_enough_attention_to_male_sexual_abuse_cases,98.8691,0.0,16,0.4829
sexual_abuse_against_men_is_as_serious_as_sexual_abuse_against_women,are_you_aware_of_any_legal_protections_for_male_victims_in_india,3.8039,0.8744,8,0.134
sexual_abuse_against_men_is_as_serious_as_sexual_abuse_against_women,current_indian_laws_on_sexual_crimes_are_biased_towards_women_and_ignore_male_victims,65.4376,0.0,16,0.3929
sexual_abuse_against_men_is_as_serious_as_sexual_abuse_against_women,do_you_believe_india_should_introduce_gender_neutral_sexual_abuse_laws,33.4979,0.0001,8,0.3975
sexual_abuse_against_men_is_as_serious_as_sexual_abuse_against_women,what_challenges_do_you_think_prevent_male_victims_of_sexual_abuse_from_getting_justice_select_all_that_apply,66.4372,0.1604,56,0.3958
sexual_abuse_against_men_is_as_serious_as_sexual_abuse_against_women,police_take_sexual_abuse_complaints_from_men_as_seriously_as_they_do_for_women,20.6882,0.1908,16,0.2209
sexual_abuse_against_men_is_as_serious_as_sexual_abuse_against_women,what_legal_reforms_do_you_think_are_needed_to_support_male_survivors,404.8907,0.3159,392,0.9818
sexual_abuse_against_men_is_as_serious_as_sexual_abuse_against_women,what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply,84.1049,0.0217,60,0.4454
sexual_abuse_against_men_is_as_serious_as_sexual_abuse_against_women,do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,14.34,0.0733,8,0.2601
sexual_abuse_against_men_is_as_serious_as_sexual_abuse_against_women,do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,12.3765,0.1352,8,0.2416
men_can_protect_themselves_better_than_women_from_sexual_abuse_so_it_s_less_of_a_problem,the_media_does_not_give_enough_attention_to_male_sexual_abuse_cases,14.3474,0.5729,16,0.184
men_can_protect_themselves_better_than_women_from_sexual_abuse_so_it_s_less_of_a_problem,are_you_aware_of_any_legal_protections_for_male_victims_in_india,6.5855,0.5819,8,0.1762
men_can_protect_themselves_better_than_women_from_sexual_abuse_so_it_s_less_of_a_problem,current_indian_laws_on_sexual_crimes_are_biased_towards_women_and_ignore_male_victims,39.9087,0.0008,16,0.3068
men_can_protect_themselves_better_than_women_from_sexual_abuse_so_it_s_less_of_a_problem,do_you_believe_india_should_introduce_gender_neutral_sexual_abuse_laws,15.3884,0.052,8,0.2694
men_can_protect_themselves_better_than_women_from_sexual_abuse_so_it_s_less_of_a_problem,what_challenges_do_you_think_prevent_male_victims_of_sexual_abuse_from_getting_justice_select_all_that_apply,57.8732,0.406,56,0.3695
men_can_protect_themselves_better_than_women_from_sexual_abuse_so_it_s_less_of_a_problem,police_take_sexual_abuse_complaints_from_men_as_seriously_as_they_do_for_women,23.1038,0.111,16,0.2334
men_can_protect_themselves_better_than_women_from_sexual_abuse_so_it_s_less_of_a_problem,what_legal_reforms_do_you_think_are_needed_to_support_male_survivors,403.4382,0.3342,392,0.9801
men_can_protect_themselves_better_than_women_from_sexual_abuse_so_it_s_less_of_a_problem,what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply,65.9544,0.2786,60,0.3944
men_can_protect_themselves_better_than_women_from_sexual_abuse_so_it_s_less_of_a_problem,do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,17.8597,0.0223,8,0.2902
men_can_protect_themselves_better_than_women_from_sexual_abuse_so_it_s_less_of_a_problem,do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,13.8319,0.0863,8,0.2554
the_media_does_not_give_enough_attention_to_male_sexual_abuse_cases,are_you_aware_of_any_legal_protections_for_male_victims_in_india,5.6199,0.6897,8,0.1628
the_media_does_not_give_enough_attention_to_male_sexual_abuse_cases,current_indian_laws_on_sexual_crimes_are_biased_towards_women_and_ignore_male_victims,77.3705,0.0,16,0.4272
the_media_does_not_give_enough_attention_to_male_sexual_abuse_cases,do_you_believe_india_should_introduce_gender_neutral_sexual_abuse_laws,8.8528,0.3549,8,0.2043
the_media_does_not_give_enough_attention_to_male_sexual_abuse_cases,what_challenges_do_you_think_prevent_male_victims_of_sexual_abuse_from_getting_justice_select_all_that_apply,58.6381,0.3789,56,0.3719
the_media_does_not_give_enough_attention_to_male_sexual_abuse_cases,police_take_sexual_abuse_complaints_from_men_as_seriously_as_they_do_for_women,36.2152,0.0027,16,0.2923
the_media_does_not_give_enough_attention_to_male_sexual_abuse_cases,what_legal_reforms_do_you_think_are_needed_to_support_male_survivors,403.4949,0.3335,392,0.9802
the_media_does_not_give_enough_attention_to_male_sexual_abuse_cases,what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply,113.7614,0.0,60,0.518
the_media_does_not_give_enough_attention_to_male_sexual_abuse_cases,do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,8.5828,0.3787,8,0.2012
the_media_does_not_give_enough_attention_to_male_sexual_abuse_cases,do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,9.3625,0.3126,8,0.2101
are_you_aware_of_any_legal_protections_for_male_victims_in_india,current_indian_laws_on_sexual_crimes_are_biased_towards_women_and_ignore_male_victims,12.3269,0.1372,8,0.2411
are_you_aware_of_any_legal_protections_for_male_victims_in_india,do_you_believe_india_should_introduce_gender_neutral_sexual_abuse_laws,6.2933,0.1783,4,0.1723
are_you_aware_of_any_legal_protections_for_male_victims_in_india,what_challenges_do_you_think_prevent_male_victims_of_sexual_abuse_from_getting_justice_select_all_that_apply,22.4734,0.7589,28,0.3256
are_you_aware_of_any_legal_protections_for_male_victims_in_india,police_take_sexual_abuse_complaints_from_men_as_seriously_as_they_do_for_women,6.6488,0.575,8,0.1771
are_you_aware_of_any_legal_protections_for_male_victims_in_india,what_legal_reforms_do_you_think_are_needed_to_support_male_survivors,194.9625,0.5075,196,0.9635
are_you_aware_of_any_legal_protections_for_male_victims_in_india,what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply,31.0162,0.4146,30,0.3825
are_you_aware_of_any_legal_protections_for_male_victims_in_india,do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,12.9723,0.0114,4,0.2474
are_you_aware_of_any_legal_protections_for_male_victims_in_india,do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,5.0282,0.2844,4,0.154
current_indian_laws_on_sexual_crimes_are_biased_towards_women_and_ignore_male_victims,do_you_believe_india_should_introduce_gender_neutral_sexual_abuse_laws,16.1801,0.0399,8,0.2763
current_indian_laws_on_sexual_crimes_are_biased_towards_women_and_ignore_male_victims,what_challenges_do_you_think_prevent_male_victims_of_sexual_abuse_from_getting_justice_select_all_that_apply,71.1713,0.0833,56,0.4097
current_indian_laws_on_sexual_crimes_are_biased_towards_women_and_ignore_male_victims,police_take_sexual_abuse_complaints_from_men_as_seriously_as_they_do_for_women,32.3532,0.009,16,0.2762
current_indian_laws_on_sexual_crimes_are_biased_towards_women_and_ignore_male_victims,what_legal_reforms_do_you_think_are_needed_to_support_male_survivors,401.988,0.3529,392,0.9783
current_indian_laws_on_sexual_crimes_are_biased_towards_women_and_ignore_male_victims,what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply,63.2821,0.3613,60,0.3863
current_indian_laws_on_sexual_crimes_are_biased_towards_women_and_ignore_male_victims,do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,7.4268,0.4914,8,0.1872
current_indian_laws_on_sexual_crimes_are_biased_towards_women_and_ignore_male_victims,do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,5.0882,0.7481,8,0.1549
do_you_believe_india_should_introduce_gender_neutral_sexual_abuse_laws,what_challenges_do_you_think_prevent_male_victims_of_sexual_abuse_from_getting_justice_select_all_that_apply,34.9565,0.1711,28,0.4061
do_you_believe_india_should_introduce_gender_neutral_sexual_abuse_laws,police_take_sexual_abuse_complaints_from_men_as_seriously_as_they_do_for_women,9.3114,0.3167,8,0.2096
do_you_believe_india_should_introduce_gender_neutral_sexual_abuse_laws,what_legal_reforms_do_you_think_are_needed_to_support_male_survivors,200.5053,0.3976,196,0.9771
do_you_believe_india_should_introduce_gender_neutral_sexual_abuse_laws,what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply,42.1545,0.0694,30,0.4459
do_you_believe_india_should_introduce_gender_neutral_sexual_abuse_laws,do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,7.3476,0.1186,4,0.1862
do_you_believe_india_should_introduce_gender_neutral_sexual_abuse_laws,do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,20.7081,0.0004,4,0.3125
what_challenges_do_you_think_prevent_male_victims_of_sexual_abuse_from_getting_justice_select_all_that_apply,police_take_sexual_abuse_complaints_from_men_as_seriously_as_they_do_for_women,85.7687,0.0064,56,0.4498
what_challenges_do_you_think_prevent_male_victims_of_sexual_abuse_from_getting_justice_select_all_that_apply,what_legal_reforms_do_you_think_are_needed_to_support_male_survivors,1386.4718,0.3867,1372,0.9712
what_challenges_do_you_think_prevent_male_victims_of_sexual_abuse_from_getting_justice_select_all_that_apply,what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply,232.8926,0.1333,210,0.3962
what_challenges_do_you_think_prevent_male_victims_of_sexual_abuse_from_getting_justice_select_all_that_apply,do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,38.5897,0.0878,28,0.4266
what_challenges_do_you_think_prevent_male_victims_of_sexual_abuse_from_getting_justice_select_all_that_apply,do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,35.1683,0.165,28,0.4073
police_take_sexual_abuse_complaints_from_men_as_seriously_as_they_do_for_women,what_legal_reforms_do_you_think_are_needed_to_support_male_survivors,396.3527,0.4291,392,0.9714
police_take_sexual_abuse_complaints_from_men_as_seriously_as_they_do_for_women,what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply,154.0481,0.0,60,0.6028
police_take_sexual_abuse_complaints_from_men_as_seriously_as_they_do_for_women,do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,5.8092,0.6686,8,0.1655
police_take_sexual_abuse_complaints_from_men_as_seriously_as_they_do_for_women,do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,3.9226,0.864,8,0.136
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors,what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply,1466.4631,0.5211,1470,0.9649
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors,do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,187.5517,0.6551,196,0.945
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors,do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,189.5349,0.6165,196,0.95
what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply,do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,50.1902,0.0118,30,0.4866
what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply,do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,52.414,0.0069,30,0.4972
do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up,80.3401,0.0,4,0.6156
